Index,site_id,creek_name,unit,week_temp_c,start_week,end_week
27,MRA10,Mill Race,C,17.82125,5/29/2019,6/4/2019
27,SHE1,Shelton Ditch,C,17.55357142857143,5/29/2019,6/4/2019
27,SHE10,Shelton Ditch,C,17.57922619047619,5/29/2019,6/4/2019
27,WAL3,Waln Creek,C,14.831815476190476,5/29/2019,6/4/2019
28,CGT1,Claggett Creek,C,19.85044642857143,6/10/2019,6/9/2019
28,CGT5,Claggett Creek,C,16.14346726190476,6/10/2019,6/9/2019
28,CRO1,Croisan Creek,C,14.346056547619048,6/10/2019,6/9/2019
28,CRO10,Croisan Creek,C,13.725282738095238,6/10/2019,6/9/2019
28,GIB1,Gibson Creek,C,15.216547619047619,6/10/2019,6/9/2019
28,GIB15,Gibson Creek,C,15.985833333333334,6/10/2019,6/9/2019
28,MRA1,Mill Race,C,17.056458333333335,6/10/2019,6/9/2019
28,MRA10,Mill Race,C,16.906190476190474,6/10/2019,6/9/2019
28,SHE1,Shelton Ditch,C,16.68252976190476,6/10/2019,6/9/2019
28,SHE10,Shelton Ditch,C,16.68186011904762,6/10/2019,6/9/2019
28,WAL3,Waln Creek,C,14.457767857142857,6/10/2019,6/9/2019
29,CGT1,Claggett Creek,C,23.233020833333335,6/12/2019,6/18/2019
29,CGT5,Claggett Creek,C,18.721636904761905,6/12/2019,6/18/2019
29,CRO1,Croisan Creek,C,17.494255952380954,6/12/2019,6/18/2019
29,CRO10,Croisan Creek,C,16.038630952380952,6/12/2019,6/18/2019
29,GIB1,Gibson Creek,C,17.79330357142857,6/12/2019,6/18/2019
29,GIB15,Gibson Creek,C,18.73517857142857,6/12/2019,6/18/2019
29,MRA1,Mill Race,C,20.993869047619047,6/12/2019,6/18/2019
29,MRA10,Mill Race,C,20.85238095238095,6/12/2019,6/18/2019
29,SHE1,Shelton Ditch,C,20.472232142857145,6/12/2019,6/18/2019
29,SHE10,Shelton Ditch,C,20.503869047619048,6/12/2019,6/18/2019
29,WAL3,Waln Creek,C,17.10950892857143,6/12/2019,6/18/2019
30,CGT1,Claggett Creek,C,21.244583333333335,6/19/2019,6/25/2019
30,CGT5,Claggett Creek,C,15.970565476190476,6/19/2019,6/25/2019
30,CRO1,Croisan Creek,C,15.498005952380952,6/19/2019,6/25/2019
30,CRO10,Croisan Creek,C,14.595505952380952,6/19/2019,6/25/2019
30,GIB1,Gibson Creek,C,15.688601190476192,6/19/2019,6/25/2019
30,GIB15,Gibson Creek,C,16.34389880952381,6/19/2019,6/25/2019
30,MRA1,Mill Race,C,17.921145833333334,6/19/2019,6/25/2019
30,MRA10,Mill Race,C,17.840967261904762,6/19/2019,6/25/2019
30,SHE1,Shelton Ditch,C,17.561056547619046,6/19/2019,6/25/2019
30,SHE10,Shelton Ditch,C,17.598377976190477,6/19/2019,6/25/2019
30,WAL3,Waln Creek,C,15.039389880952381,6/19/2019,6/25/2019
31,CGT1,Claggett Creek,C,20.795967261904764,6/26/2019,7/2/2019
31,CGT5,Claggett Creek,C,17.011800595238096,6/26/2019,7/2/2019
31,CRO1,Croisan Creek,C,15.659508928571428,6/26/2019,7/2/2019
31,CRO10,Croisan Creek,C,14.598839285714286,6/26/2019,7/2/2019
31,GIB1,Gibson Creek,C,15.978869047619048,6/26/2019,7/2/2019
31,GIB15,Gibson Creek,C,16.70293154761905,6/26/2019,7/2/2019
31,MRA1,Mill Race,C,18.110059523809525,6/26/2019,7/2/2019
31,MRA10,Mill Race,C,18.02221726190476,6/26/2019,7/2/2019
31,SHE1,Shelton Ditch,C,17.806354166666665,6/26/2019,7/2/2019
31,SHE10,Shelton Ditch,C,17.796517857142856,6/26/2019,7/2/2019
31,WAL3,Waln Creek,C,15.587113095238095,6/26/2019,7/2/2019
32,CGT1,Claggett Creek,C,21.56403273809524,7/3/2019,7/9/2019
32,CGT5,Claggett Creek,C,17.149479166666666,7/3/2019,7/9/2019
32,CRO1,Croisan Creek,C,16.621026785714285,7/3/2019,7/9/2019
32,CRO10,Croisan Creek,C,15.532723214285713,7/3/2019,7/9/2019
32,GIB1,Gibson Creek,C,16.675505952380952,7/3/2019,7/9/2019
32,GIB15,Gibson Creek,C,17.36372023809524,7/3/2019,7/9/2019
32,MRA1,Mill Race,C,18.77392857142857,7/3/2019,7/9/2019
32,MRA10,Mill Race,C,18.645669642857143,7/3/2019,7/9/2019
32,SHE1,Shelton Ditch,C,18.420699404761905,7/3/2019,7/9/2019
32,SHE10,Shelton Ditch,C,18.414776785714285,7/3/2019,7/9/2019
32,WAL3,Waln Creek,C,16.23169642857143,7/3/2019,7/9/2019
33,CGT1,Claggett Creek,C,22.906145833333333,7/10/2019,7/16/2019
33,CGT5,Claggett Creek,C,19.34017857142857,7/10/2019,7/16/2019
33,CRO1,Croisan Creek,C,18.211904761904762,7/10/2019,7/16/2019
33,CRO10,Croisan Creek,C,16.732380952380954,7/10/2019,7/16/2019
33,GIB1,Gibson Creek,C,17.92247023809524,7/10/2019,7/16/2019
33,GIB15,Gibson Creek,C,18.76764880952381,7/10/2019,7/16/2019
33,MRA1,Mill Race,C,20.301919642857143,7/10/2019,7/16/2019
33,MRA10,Mill Race,C,20.21455357142857,7/10/2019,7/16/2019
33,SHE1,Shelton Ditch,C,19.92639880952381,7/10/2019,7/16/2019
33,SHE10,Shelton Ditch,C,19.92077380952381,7/10/2019,7/16/2019
33,WAL3,Waln Creek,C,17.517827380952383,7/10/2019,7/16/2019
34,CGT1,Claggett Creek,C,22.763258928571428,7/17/2019,7/23/2019
34,CGT5,Claggett Creek,C,17.84316964285714,7/17/2019,7/23/2019
34,CRO1,Croisan Creek,C,17.71907738095238,7/17/2019,7/23/2019
34,CRO10,Croisan Creek,C,16.702098214285716,7/17/2019,7/23/2019
34,GIB1,Gibson Creek,C,17.347261904761904,7/17/2019,7/23/2019
34,GIB15,Gibson Creek,C,17.746101190476192,7/17/2019,7/23/2019
34,MRA1,Mill Race,C,20.128005952380953,7/17/2019,7/23/2019
34,MRA10,Mill Race,C,20.07138392857143,7/17/2019,7/23/2019
34,SHE1,Shelton Ditch,C,19.747395833333336,7/17/2019,7/23/2019
34,SHE10,Shelton Ditch,C,19.786383928571432,7/17/2019,7/23/2019
34,WAL3,Waln Creek,C,17.124791666666667,7/17/2019,7/23/2019
35,CGT1,Claggett Creek,C,23.089717261904763,7/24/2019,7/30/2019
35,CGT5,Claggett Creek,C,18.21666666666667,7/24/2019,7/30/2019
35,CRO1,Croisan Creek,C,18.51706845238095,7/24/2019,7/30/2019
35,CRO10,Croisan Creek,C,16.945595238095237,7/24/2019,7/30/2019
35,GIB1,Gibson Creek,C,17.590744047619047,7/24/2019,7/30/2019
35,GIB15,Gibson Creek,C,17.848169642857144,7/24/2019,7/30/2019
35,MRA1,Mill Race,C,20.82808035714286,7/24/2019,7/30/2019
35,MRA10,Mill Race,C,20.78282738095238,7/24/2019,7/30/2019
35,SHE1,Shelton Ditch,C,20.519330357142856,7/24/2019,7/30/2019
35,SHE10,Shelton Ditch,C,20.556755952380954,7/24/2019,7/30/2019
35,WAL3,Waln Creek,C,18.066086309523808,7/24/2019,7/30/2019
36,CGT1,Claggett Creek,C,23.790580357142858,7/31/2019,8/6/2019
36,CGT5,Claggett Creek,C,19.152455357142856,7/31/2019,8/6/2019
36,CRO1,Croisan Creek,C,19.210282738095238,7/31/2019,8/6/2019
36,CRO10,Croisan Creek,C,17.473348214285714,7/31/2019,8/6/2019
36,GIB1,Gibson Creek,C,18.11266369047619,7/31/2019,8/6/2019
36,GIB15,Gibson Creek,C,18.518229166666668,7/31/2019,8/6/2019
36,MRA1,Mill Race,C,21.24529761904762,7/31/2019,8/6/2019
36,MRA10,Mill Race,C,21.161741071428573,7/31/2019,8/6/2019
36,SHE1,Shelton Ditch,C,20.959419642857142,7/31/2019,8/6/2019
36,SHE10,Shelton Ditch,C,20.951488095238098,7/31/2019,8/6/2019
36,WAL3,Waln Creek,C,19.133229166666666,7/31/2019,8/6/2019
37,CGT1,Claggett Creek,C,22.258973214285714,8/10/2019,8/9/2019
37,CGT5,Claggett Creek,C,18.389895833333334,8/10/2019,8/9/2019
37,CRO1,Croisan Creek,C,18.098541666666666,8/10/2019,8/9/2019
37,CRO10,Croisan Creek,C,16.912544642857142,8/10/2019,8/9/2019
37,GIB1,Gibson Creek,C,17.55004464285714,8/10/2019,8/9/2019
37,GIB15,Gibson Creek,C,17.6159375,8/10/2019,8/9/2019
37,MRA1,Mill Race,C,19.17751488095238,8/10/2019,8/9/2019
37,MRA10,Mill Race,C,18.981488095238095,8/10/2019,8/9/2019
37,SHE1,Shelton Ditch,C,18.901026785714286,8/10/2019,8/9/2019
37,SHE10,Shelton Ditch,C,18.77483630952381,8/10/2019,8/9/2019
37,WAL3,Waln Creek,C,17.842782738095238,8/10/2019,8/9/2019
38,CGT1,Claggett Creek,C,22.88889880952381,8/14/2019,8/20/2019
38,CGT5,Claggett Creek,C,18.33784226190476,8/14/2019,8/20/2019
38,CRO1,Croisan Creek,C,18.48857142857143,8/14/2019,8/20/2019
38,CRO10,Croisan Creek,C,17.278988095238095,8/14/2019,8/20/2019
38,GIB1,Gibson Creek,C,17.619300595238094,8/14/2019,8/20/2019
38,GIB15,Gibson Creek,C,17.482723214285713,8/14/2019,8/20/2019
38,MRA1,Mill Race,C,19.909375,8/14/2019,8/20/2019
38,MRA10,Mill Race,C,19.797157738095237,8/14/2019,8/20/2019
38,SHE1,Shelton Ditch,C,19.665848214285713,8/14/2019,8/20/2019
38,SHE10,Shelton Ditch,C,19.607872023809524,8/14/2019,8/20/2019
38,WAL3,Waln Creek,C,18.325104166666666,8/14/2019,8/20/2019
39,CGT1,Claggett Creek,C,21.564300595238095,8/21/2019,8/27/2019
39,CGT5,Claggett Creek,C,17.853110119047617,8/21/2019,8/27/2019
39,CRO1,Croisan Creek,C,17.55779761904762,8/21/2019,8/27/2019
39,CRO10,Croisan Creek,C,16.531473214285715,8/21/2019,8/27/2019
39,GIB1,Gibson Creek,C,16.89264880952381,8/21/2019,8/27/2019
39,GIB15,Gibson Creek,C,16.471755952380953,8/21/2019,8/27/2019
39,MRA1,Mill Race,C,18.804032738095238,8/21/2019,8/27/2019
39,MRA10,Mill Race,C,18.67998511904762,8/21/2019,8/27/2019
39,SHE1,Shelton Ditch,C,18.614747023809525,8/21/2019,8/27/2019
39,SHE10,Shelton Ditch,C,18.526205357142857,8/21/2019,8/27/2019
39,WAL3,Waln Creek,C,17.698943452380952,8/21/2019,8/27/2019
40,CGT1,Claggett Creek,C,22.51561011904762,8/28/2019,9/3/2019
40,CGT5,Claggett Creek,C,18.861235119047617,8/28/2019,9/3/2019
40,CRO1,Croisan Creek,C,18.831651785714286,8/28/2019,9/3/2019
40,CRO10,Croisan Creek,C,17.33110119047619,8/28/2019,9/3/2019
40,GIB1,Gibson Creek,C,17.909717261904763,8/28/2019,9/3/2019
40,GIB15,Gibson Creek,C,17.608377976190475,8/28/2019,9/3/2019
40,MRA1,Mill Race,C,19.633154761904763,8/28/2019,9/3/2019
40,MRA10,Mill Race,C,19.36563988095238,8/28/2019,9/3/2019
40,SHE1,Shelton Ditch,C,19.333869047619046,8/28/2019,9/3/2019
40,SHE10,Shelton Ditch,C,19.129300595238096,8/28/2019,9/3/2019
40,WAL3,Waln Creek,C,18.940089285714286,8/28/2019,9/3/2019
41,CGT1,Claggett Creek,C,21.15626488095238,9/10/2019,9/9/2019
41,CGT5,Claggett Creek,C,18.534791666666667,9/10/2019,9/9/2019
41,CRO1,Croisan Creek,C,18.205372023809524,9/10/2019,9/9/2019
41,CRO10,Croisan Creek,C,16.937455357142856,9/10/2019,9/9/2019
41,GIB1,Gibson Creek,C,17.568556547619046,9/10/2019,9/9/2019
41,GIB15,Gibson Creek,C,17.23763392857143,9/10/2019,9/9/2019
41,MRA1,Mill Race,C,17.39063988095238,9/10/2019,9/9/2019
41,MRA10,Mill Race,C,17.01297619047619,9/10/2019,9/9/2019
41,SHE1,Shelton Ditch,C,17.16203869047619,9/10/2019,9/9/2019
41,SHE10,Shelton Ditch,C,16.74328869047619,9/10/2019,9/9/2019
41,WAL3,Waln Creek,C,18.078080357142856,9/10/2019,9/9/2019
42,CGT1,Claggett Creek,C,19.472455357142856,9/11/2019,9/17/2019
42,CGT5,Claggett Creek,C,17.613095238095237,9/11/2019,9/17/2019
42,CRO1,Croisan Creek,C,16.391651785714288,9/11/2019,9/17/2019
42,CRO10,Croisan Creek,C,15.635535714285714,9/11/2019,9/17/2019
42,GIB1,Gibson Creek,C,16.41421130952381,9/11/2019,9/17/2019
42,GIB15,Gibson Creek,C,16.131830357142857,9/11/2019,9/17/2019
42,MRA1,Mill Race,C,16.21934523809524,9/11/2019,9/17/2019
42,MRA10,Mill Race,C,15.94296130952381,9/11/2019,9/17/2019
42,SHE1,Shelton Ditch,C,16.01873511904762,9/11/2019,9/17/2019
42,SHE10,Shelton Ditch,C,15.744791666666666,9/11/2019,9/17/2019
42,WAL3,Waln Creek,C,16.453675595238096,9/11/2019,9/17/2019
43,CGT1,Claggett Creek,C,18.538005952380953,9/18/2019,9/24/2019
43,CGT5,Claggett Creek,C,17.262083333333333,9/18/2019,9/24/2019
43,CRO1,Croisan Creek,C,15.534151785714286,9/18/2019,9/24/2019
43,CRO10,Croisan Creek,C,15.041949404761905,9/18/2019,9/24/2019
43,GIB1,Gibson Creek,C,15.753958333333333,9/18/2019,9/24/2019
43,GIB15,Gibson Creek,C,15.639508928571429,9/18/2019,9/24/2019
43,MRA1,Mill Race,C,15.63266369047619,9/18/2019,9/24/2019
43,MRA10,Mill Race,C,15.465416666666666,9/18/2019,9/24/2019
43,SHE1,Shelton Ditch,C,15.560059523809525,9/18/2019,9/24/2019
43,SHE10,Shelton Ditch,C,15.3228125,9/18/2019,9/24/2019
43,WAL3,Waln Creek,C,16.035580357142855,9/18/2019,9/24/2019
44,CGT1,Claggett Creek,C,16.581875,10/1/2019,9/30/2019
44,CGT5,Claggett Creek,C,13.77139880952381,10/1/2019,9/30/2019
44,CRO1,Croisan Creek,C,12.646964285714285,10/1/2019,9/30/2019
44,CRO10,Croisan Creek,C,13.011681547619046,10/1/2019,9/30/2019
44,GIB1,Gibson Creek,C,13.140818452380953,10/1/2019,9/30/2019
44,GIB15,Gibson Creek,C,12.57577380952381,10/1/2019,9/30/2019
44,MRA1,Mill Race,C,13.530446428571429,10/1/2019,9/30/2019
44,MRA10,Mill Race,C,13.378184523809525,10/1/2019,9/30/2019
44,SHE1,Shelton Ditch,C,13.415000000000001,10/1/2019,9/30/2019
44,SHE10,Shelton Ditch,C,13.27123511904762,10/1/2019,9/30/2019
44,WAL3,Waln Creek,C,13.651681547619047,10/1/2019,9/30/2019
45,CGT1,Claggett Creek,C,14.850252976190477,10/2/2019,10/8/2019
45,CGT5,Claggett Creek,C,12.621696428571429,10/2/2019,10/8/2019
45,CRO1,Croisan Creek,C,11.270119047619048,10/2/2019,10/8/2019
45,CRO10,Croisan Creek,C,10.996741071428572,10/2/2019,10/8/2019
45,GIB1,Gibson Creek,C,11.703005952380954,10/2/2019,10/8/2019
45,GIB15,Gibson Creek,C,10.811011904761905,10/2/2019,10/8/2019
45,MRA1,Mill Race,C,12.230818452380952,10/2/2019,10/8/2019
45,MRA10,Mill Race,C,12.158526785714285,10/2/2019,10/8/2019
45,SHE1,Shelton Ditch,C,12.317901785714286,10/2/2019,10/8/2019
45,SHE10,Shelton Ditch,C,12.142514880952382,10/2/2019,10/8/2019
45,WAL3,Waln Creek,C,12.794151785714286,10/2/2019,10/8/2019
46,CGT1,Claggett Creek,C,13.229574017615176,10/10/2019,10/9/2019
46,CGT5,Claggett Creek,C,12.585786525974026,10/10/2019,5/3/2021
46,CRO1,Croisan Creek,C,11.351943371943372,10/10/2019,5/3/2021
46,CRO10,Croisan Creek,C,11.802953265765765,10/10/2019,5/3/2021
46,GIB1,Gibson Creek,C,12.0555277014652,10/10/2019,5/3/2021
46,GIB15,Gibson Creek,C,10.254750457875458,10/10/2019,5/4/2022
46,MRA1,Mill Race,C,11.91381994047619,10/10/2019,5/4/2022
46,MRA10,Mill Race,C,13.38192850810537,10/10/2019,5/3/2021
46,SHE1,Shelton Ditch,C,13.263526785714285,10/10/2019,5/3/2021
46,SHE10,Shelton Ditch,C,13.151872294372295,10/10/2019,5/3/2021
46,WAL3,Waln Creek,C,11.995533588435373,10/10/2019,5/3/2021
47,CGT5,Claggett Creek,C,14.14372023809524,5/10/2021,5/9/2021
47,CRO1,Croisan Creek,C,12.7834375,5/10/2021,5/9/2021
47,CRO10,Croisan Creek,C,13.10404761904762,5/10/2021,5/9/2021
47,GIB1,Gibson Creek,C,13.389925595238095,5/10/2021,5/9/2021
47,GIB15,Gibson Creek,C,11.032220238095238,5/10/2022,5/9/2022
47,MRA1,Mill Race,C,12.046163690476192,5/10/2022,5/9/2022
47,MRA10,Mill Race,C,15.378675595238095,5/10/2021,5/9/2021
47,SHE1,Shelton Ditch,C,15.156875,5/10/2021,5/9/2021
47,SHE10,Shelton Ditch,C,15.12233630952381,5/10/2021,5/9/2021
47,WAL3,Waln Creek,C,12.841845238095239,5/10/2021,5/9/2021
48,CGT5,Claggett Creek,C,15.742514880952381,5/11/2021,5/17/2021
48,CRO1,Croisan Creek,C,14.784583333333334,5/11/2021,5/17/2021
48,CRO10,Croisan Creek,C,15.26171130952381,5/11/2021,5/17/2021
48,GIB1,Gibson Creek,C,15.129300595238096,5/11/2021,5/17/2021
48,GIB15,Gibson Creek,C,11.847433035714285,5/12/2022,5/18/2022
48,MRA1,Mill Race,C,12.940412202380951,5/12/2022,5/18/2022
48,MRA10,Mill Race,C,18.471041666666668,5/11/2021,5/17/2021
48,SHE1,Shelton Ditch,C,18.04311011904762,5/11/2021,5/17/2021
48,SHE10,Shelton Ditch,C,18.09831845238095,5/11/2021,5/17/2021
48,WAL3,Waln Creek,C,14.846502976190477,5/11/2021,5/17/2021
49,CGT5,Claggett Creek,C,13.258363095238094,5/18/2021,5/24/2021
49,CRO1,Croisan Creek,C,12.443988095238096,5/18/2021,5/24/2021
49,CRO10,Croisan Creek,C,12.98921130952381,5/18/2021,5/24/2021
49,GIB1,Gibson Creek,C,13.07659226190476,5/18/2021,5/24/2021
49,GIB15,Gibson Creek,C,12.96051636904762,5/19/2022,5/25/2022
49,MRA1,Mill Race,C,15.039723214285715,5/19/2022,5/25/2022
49,MRA10,Mill Race,C,14.755625,5/18/2021,5/24/2021
49,SHE1,Shelton Ditch,C,14.513125,5/18/2021,5/24/2021
49,SHE10,Shelton Ditch,C,14.444910714285713,5/18/2021,5/24/2021
49,WAL3,Waln Creek,C,12.845625,5/18/2021,5/24/2021
50,CGT5,Claggett Creek,C,15.373794642857144,5/25/2021,5/31/2021
50,CRO1,Croisan Creek,C,14.464657738095237,5/25/2021,5/31/2021
50,CRO10,Croisan Creek,C,14.546264880952382,5/25/2021,5/31/2021
50,GIB1,Gibson Creek,C,14.850491071428571,5/25/2021,5/31/2021
50,GIB15,Gibson Creek,C,13.721044642857143,5/26/2022,6/1/2022
50,MRA1,Mill Race,C,15.789967261904762,5/26/2022,6/1/2022
50,MRA10,Mill Race,C,17.08141369047619,5/25/2021,5/31/2021
50,SHE1,Shelton Ditch,C,16.862440476190475,5/25/2021,5/31/2021
50,SHE10,Shelton Ditch,C,16.857395833333335,5/25/2021,5/31/2021
50,WAL3,Waln Creek,C,14.592410714285714,5/25/2021,5/31/2021
51,CGT5,Claggett Creek,C,16.278229166666666,6/1/2021,6/7/2021
51,CRO1,Croisan Creek,C,16.267991071428572,6/1/2021,6/7/2021
51,CRO10,Croisan Creek,C,16.38157738095238,6/1/2021,6/7/2021
51,GIB1,Gibson Creek,C,16.46035714285714,6/1/2021,6/7/2021
51,GIB15,Gibson Creek,C,14.562767857142857,6/2/2022,6/8/2022
51,MRA1,Mill Race,C,16.488453869047618,6/2/2022,6/8/2022
51,MRA10,Mill Race,C,20.177589285714284,6/1/2021,6/7/2021
51,SHE1,Shelton Ditch,C,19.66279761904762,6/1/2021,6/7/2021
51,SHE10,Shelton Ditch,C,19.706875,6/1/2021,6/7/2021
51,WAL3,Waln Creek,C,16.23767857142857,6/1/2021,6/7/2021
52,CGT5,Claggett Creek,C,15.659270833333332,6/10/2021,6/9/2021
52,CRO1,Croisan Creek,C,14.371205357142857,6/10/2021,6/9/2021
52,CRO10,Croisan Creek,C,14.528333333333332,6/10/2021,6/9/2021
52,GIB1,Gibson Creek,C,14.795208333333333,6/10/2021,6/9/2021
52,GIB15,Gibson Creek,C,13.705936011904761,6/10/2022,6/9/2022
52,MRA1,Mill Race,C,15.065962797619047,6/10/2022,6/9/2022
52,MRA10,Mill Race,C,16.61363095238095,6/10/2021,6/9/2021
52,SHE1,Shelton Ditch,C,16.44419642857143,6/10/2021,6/9/2021
52,SHE10,Shelton Ditch,C,16.36875,6/10/2021,6/9/2021
52,WAL3,Waln Creek,C,14.75955357142857,6/10/2021,6/9/2021
53,CGT5,Claggett Creek,C,18.63751488095238,6/15/2021,6/21/2021
53,CRO1,Croisan Creek,C,16.443526785714287,6/15/2021,6/21/2021
53,CRO10,Croisan Creek,C,16.05266369047619,6/15/2021,6/21/2021
53,GIB1,Gibson Creek,C,16.670848214285712,6/15/2021,6/21/2021
53,GIB15,Gibson Creek,C,14.62567857142857,6/16/2022,6/22/2022
53,MRA1,Mill Race,C,16.08939583333333,6/16/2022,6/22/2022
53,MRA10,Mill Race,C,19.859925595238096,6/15/2021,6/21/2021
53,SHE1,Shelton Ditch,C,19.59546130952381,6/15/2021,6/21/2021
53,SHE10,Shelton Ditch,C,19.589613095238096,6/15/2021,6/21/2021
53,WAL3,Waln Creek,C,15.971279761904762,6/15/2021,6/21/2021
54,CGT5,Claggett Creek,C,20.718020833333334,6/22/2021,6/28/2021
54,CRO1,Croisan Creek,C,19.815997023809523,6/22/2021,6/28/2021
54,CRO10,Croisan Creek,C,19.053258928571427,6/22/2021,6/28/2021
54,GIB1,Gibson Creek,C,19.541636904761905,6/22/2021,6/28/2021
54,GIB15,Gibson Creek,C,17.41575595238095,6/23/2022,6/29/2022
54,MRA1,Mill Race,C,19.97192113095238,6/23/2022,6/29/2022
54,MRA10,Mill Race,C,24.34311011904762,6/22/2021,6/28/2021
54,SHE1,Shelton Ditch,C,23.78876488095238,6/22/2021,6/28/2021
54,SHE10,Shelton Ditch,C,23.80297619047619,6/22/2021,6/28/2021
54,WAL3,Waln Creek,C,18.836636904761903,6/22/2021,6/28/2021
